Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
329960723,00000130,false,Rx,0,5,00,02,34,3F,55,00,00,00,
329972728,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329973722,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329979724,000001FC,false,Rx,0,2,A0,05,00,00,00,00,00,00,
329987717,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
330013726,000004C3,false,Rx,0,8,44,52,FF,01,FF,FF,FF,FF,
330025701,000001A6,false,Rx,0,8,05,00,02,00,00,00,04,F2,
330037702,000002F8,false,Rx,0,8,FD,FD,FD,1C,6F,E6,07,FC,
330038691,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
330043700,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
330045689,000001D0,false,Rx,0,8,5D,FF,4A,C6,00,00,3D,00,
330046699,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
330053703,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330057696,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
330060684,00000130,false,Rx,0,5,00,02,34,3F,66,00,00,00,
330072690,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330073679,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330094694,000000C0,false,Rx,0,2,F1,FF,00,00,00,00,00,00,
330109685,000004C4,false,Rx,0,8,45,52,FF,01,FF,FF,FF,FF,
330125675,000001A6,false,Rx,0,8,05,00,02,00,00,00,94,F3,
330143678,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
330144654,000001D0,false,Rx,0,8,5D,FF,4B,C6,00,00,3D,00,
330146656,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
330147662,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
330149651,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
330150658,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
330153653,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330155648,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
330157661,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,DF,D7,
330158648,000001D2,false,Rx,0,6,F0,0F,FF,2D,F0,FF,00,00,
330160656,00000130,false,Rx,0,5,00,02,34,3F,77,00,00,00,
330172648,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330173645,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330179652,000001FC,false,Rx,0,2,A1,05,00,00,00,00,00,00,
330197650,000005F8,false,Rx,0,8,08,05,00,FE,FC,01,00,06,
330210638,000004C5,false,Rx,0,8,60,52,FF,FF,FF,FF,FF,FF,
330225634,000001A6,false,Rx,0,8,05,00,02,00,00,00,24,F5,
330243635,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
330245622,000001D0,false,Rx,0,8,5D,FF,4C,C6,00,00,3D,00,
330246618,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
330253617,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330257620,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
330260609,00000130,false,Rx,0,5,00,02,34,3F,88,00,00,00,
330272623,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330273615,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330294614,000000C0,false,Rx,0,2,F2,FF,00,00,00,00,00,00,
330298602,000004E0,false,Rx,0,8,62,52,FF,01,FF,FF,FF,FF,
330325604,000001A6,false,Rx,0,8,05,00,02,00,00,00,B4,F6,
330343590,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
330345587,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
330346574,000001D0,false,Rx,0,8,5D,FF,4D,C6,00,00,3D,00,
330347582,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
330349578,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
330350583,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
330353579,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330355574,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
330357571,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,8F,87,
330358575,000001D2,false,Rx,0,6,F0,0F,FF,3D,F0,FF,00,00,
330360580,00000130,false,Rx,0,5,00,02,34,3F,99,00,00,00,
330372574,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330373564,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330379567,000001FC,false,Rx,0,2,A2,05,00,00,00,00,00,00,
330395575,000004E2,false,Rx,0,8,64,52,FF,01,FF,FF,FF,FF,
330425572,000001A6,false,Rx,0,8,05,00,02,00,00,00,44,F8,
330443556,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
330445548,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
330446536,000001D0,false,Rx,0,8,5D,FF,4E,C6,00,00,3D,00,
330453539,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330457547,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
330460537,00000130,false,Rx,0,5,00,02,34,3F,BA,00,00,00,
330465542,000001B6,false,Rx,0,7,FF,FF,3C,00,00,00,00,00,
330472542,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330473530,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330495541,000004E4,false,Rx,0,8,65,52,FF,01,FF,FF,FF,FF,
330495555,000000C0,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
330512543,00000328,false,Rx,0,6,72,AD,1D,00,16,20,00,00,
330525529,000001A6,false,Rx,0,8,05,00,02,00,00,00,D4,F9,
330543525,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
330545500,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
330546510,000001D0,false,Rx,0,8,5D,FF,40,C6,00,00,3D,00,
330547498,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
330549500,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
330550507,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
330553497,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330555506,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
330557504,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
330558504,000001D2,false,Rx,0,6,F0,0F,FF,4D,F0,FF,00,00,
330560502,00000130,false,Rx,0,5,00,02,34,3F,CB,00,00,00,
330572510,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330573500,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330579530,000001FC,false,Rx,0,2,A3,05,00,00,00,00,00,00,
330582493,000004E5,false,Rx,0,8,67,52,FF,01,FF,FF,FF,FF,
330625496,000001A6,false,Rx,0,8,05,00,02,00,00,00,64,FB,
330643474,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
330645470,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
330646467,000001D0,false,Rx,0,8,5D,FF,41,C6,00,00,3D,00,
330653459,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330657458,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
330660457,00000130,false,Rx,0,5,00,02,34,3F,DC,00,00,00,
330672454,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330673453,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330676454,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
330694451,000000C0,false,Rx,0,2,F4,FF,00,00,00,00,00,00,
330705452,000005C0,false,Rx,0,8,04,00,32,FF,FF,FF,F4,FF,
330721446,00000580,false,Rx,0,8,04,11,04,01,05,FF,00,F0,
330724431,000001A6,false,Rx,0,8,05,00,02,00,00,00,F4,FC,
330743433,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
330745430,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
330746432,000001D0,false,Rx,0,8,5D,FF,42,C6,00,00,3D,00,
330747423,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
330749425,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
330749430,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
330750430,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
330751422,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
330752429,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
330753431,000000C8,false,Rx,0,6,00,80,FD,00,80,BA,00,00,
330754418,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330755420,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
330757432,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
330758418,000001D2,false,Rx,0,6,F0,0F,FF,5D,F0,FF,00,00,
330759428,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
330761418,0000026E,false,Rx,0,8,00,00,00,50,FF,FF,FF,FF,
330762421,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
330763416,00000130,false,Rx,0,5,00,02,34,3F,ED,00,00,00,
330763421,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
330772416,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330773417,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330779418,000001FC,false,Rx,0,2,A4,05,00,00,00,00,00,00,
330825402,000001A6,false,Rx,0,8,05,00,02,00,00,00,84,FE,
330843399,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
330845389,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
330846383,000001D0,false,Rx,0,8,5D,FF,43,C6,00,00,3D,00,
330853396,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330857387,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
330860384,00000130,false,Rx,0,5,00,02,34,3F,FE,00,00,00,
330864378,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
330872378,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330873386,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330894391,000000C0,false,Rx,0,2,F5,FF,00,00,00,00,00,00,
330904379,000003BE,false,Rx,0,2,AC,F0,00,00,00,00,00,00,
330925375,000001A6,false,Rx,0,8,05,00,02,00,00,00,14,F0,
330943370,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
330945349,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
330947349,000001D0,false,Rx,0,8,5D,FF,44,C6,00,00,3D,00,
330948353,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
330949356,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
330950344,000004F0,false,Rx,0,8,72,52,FF,01,00,30,84,00,
330951345,000000C8,false,Rx,0,6,00,80,FD,00,80,B2,00,00,
330953354,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
330955343,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
330957349,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F7,8F,96,
330958354,000001D2,false,Rx,0,6,F0,0F,FF,6D,F0,FF,00,00,
330960346,00000130,false,Rx,0,5,00,02,34,3F,00,00,00,00,
330972350,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330973341,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
330979352,000001FC,false,Rx,0,2,A5,05,00,00,00,00,00,00,
330987351,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
331025333,000001A6,false,Rx,0,8,05,00,02,00,00,00,A4,F1,
331035317,000004F2,false,Rx,0,8,73,52,FF,01,00,00,00,00,
331037316,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
331043323,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
331045313,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
331047311,000001D0,false,Rx,0,8,5D,FF,45,C6,00,00,3D,00,
331053319,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331057304,000001A0,false,Rx,0,8,00,80,01,E0,FE,F2,DF,D5,
331060307,00000130,false,Rx,0,5,00,02,34,3F,11,00,00,00,
331072309,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331073299,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331094305,000000C0,false,Rx,0,2,F6,FF,00,00,00,00,00,00,
331121300,000004F3,false,Rx,0,8,78,52,FF,01,FF,FF,FF,FF,
331125281,000001A6,false,Rx,0,8,05,00,02,00,00,00,34,F3,
331143278,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
331145273,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
331146273,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
331148274,000001D0,false,Rx,0,8,5D,FF,46,C6,00,00,3D,00,
331149271,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
331151274,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
331153269,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331155273,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
331157270,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,3F,37,
331158266,000001D2,false,Rx,0,6,F0,0F,FF,7D,F0,FF,00,00,
331160264,00000130,false,Rx,0,5,00,02,34,3F,22,00,00,00,
331172274,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331173269,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331179267,000001FC,false,Rx,0,2,A6,05,00,00,00,00,00,00,
331217268,000004F8,false,Rx,0,8,00,52,FF,01,FF,FF,FF,FF,
331225251,000001A6,false,Rx,0,8,05,00,02,00,00,00,C4,F4,
331243252,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
331245233,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
331247232,000001D0,false,Rx,0,8,5D,FF,47,C6,00,00,3D,00,
331253232,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331257230,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F4,8F,93,
331260225,00000130,false,Rx,0,5,00,02,34,3F,33,00,00,00,
331272234,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331273221,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331294234,000000C0,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
331299219,00000480,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
331325218,000001A6,false,Rx,0,8,05,00,02,00,00,00,54,F6,
331343212,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
331345201,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
331346195,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
331348195,000001D0,false,Rx,0,8,5D,FF,48,C6,00,00,3D,00,
331349202,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
331351191,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
331353198,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331355188,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
331357194,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,DF,D7,
331358186,000001D2,false,Rx,0,6,F0,0F,FF,8D,F0,FF,00,00,
331360197,00000130,false,Rx,0,5,00,02,34,3F,44,00,00,00,
331372200,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331373200,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331379188,000001FC,false,Rx,0,2,A7,05,00,00,00,00,00,00,
331385182,000004C0,false,Rx,0,8,41,42,FF,01,00,01,DA,00,
331425188,000001A6,false,Rx,0,8,05,00,02,00,00,00,E4,F7,
331443165,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
331445154,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
331448166,000001D0,false,Rx,0,8,5D,FF,49,C6,00,00,3D,00,
331453167,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331457164,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,3F,37,
331460149,00000130,false,Rx,0,5,00,02,34,3F,55,00,00,00,
331468152,000001B6,false,Rx,0,7,FF,FF,3C,00,00,00,00,00,
331472152,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331473157,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331483151,000004C1,false,Rx,0,8,43,52,FE,01,FF,FF,FF,FF,
331494154,000000C0,false,Rx,0,2,F8,FF,00,00,00,00,00,00,
331512141,00000328,false,Rx,0,6,73,AD,1D,00,16,20,00,00,
331525139,000001A6,false,Rx,0,8,05,00,02,00,00,00,74,F9,
331543134,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
331545121,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
331546122,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
331548122,000001D0,false,Rx,0,8,5D,FF,4A,C6,00,00,3D,00,
331549114,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
331551120,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
331553114,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331555117,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
331557111,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,8F,87,
331558123,000001D2,false,Rx,0,6,F0,0F,FF,9D,F0,FF,00,00,
331560114,00000130,false,Rx,0,5,00,02,34,3F,66,00,00,00,
331572132,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331573106,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331579113,000001FC,false,Rx,0,2,A8,05,00,00,00,00,00,00,
331580101,000004C3,false,Rx,0,8,44,52,FF,01,FF,FF,FF,FF,
331625114,000001A6,false,Rx,0,8,05,00,02,00,00,00,04,FB,
331643107,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
331645088,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
331648080,000001D0,false,Rx,0,8,5D,FF,4B,C6,00,00,3D,00,
331653077,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331657073,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
331660074,00000130,false,Rx,0,5,00,02,34,3F,77,00,00,00,
331669081,000004C4,false,Rx,0,8,45,52,FF,01,FF,FF,FF,FF,
331672073,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331673079,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331694074,000000C0,false,Rx,0,2,F9,FF,00,00,00,00,00,00,
331725061,000001A6,false,Rx,0,8,05,00,02,00,00,00,94,FC,
331743050,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
331745044,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
331746042,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
331748048,000001D0,false,Rx,0,8,5D,FF,4C,C6,00,00,3D,00,
331750050,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
331750055,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
331751048,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
331752039,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
331753040,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
331754040,000000C8,false,Rx,0,6,00,80,FD,00,80,5B,00,00,
331755037,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331756036,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
331758043,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,3F,37,
331759036,000001D2,false,Rx,0,6,F0,0F,FF,AD,F0,FF,00,00,
331759041,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
331760040,00000130,false,Rx,0,5,00,02,34,3F,88,00,00,00,
331763040,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
331772041,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331773030,000004C5,false,Rx,0,8,60,52,FF,FF,FF,FF,FF,FF,
331774039,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331780029,000001FC,false,Rx,0,2,A9,05,00,00,00,00,00,00,
331825023,000001A6,false,Rx,0,8,05,00,02,00,00,00,24,FE,
331843006,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
331845002,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
331849007,000001D0,false,Rx,0,8,5D,FF,4D,C6,00,00,3D,00,
331853009,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331857002,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
331857998,000004E0,false,Rx,0,8,62,52,FF,01,FF,FF,FF,FF,
331860002,00000130,false,Rx,0,5,00,02,34,3F,99,00,00,00,
331872007,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331872997,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331893993,000000C0,false,Rx,0,2,FA,FF,00,00,00,00,00,00,
331924981,000001A6,false,Rx,0,8,05,00,02,00,00,00,B4,FF,
331942976,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
331944975,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
331946964,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
331948968,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
331949970,000001D0,false,Rx,0,8,5D,FF,4E,C6,00,00,3D,00,
331950961,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
331952968,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
331954962,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
331955968,000004E2,false,Rx,0,8,64,52,FF,01,FF,FF,FF,FF,
331956960,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
331957965,000001D2,false,Rx,0,6,F0,0F,FF,BD,F0,FF,00,00,
331959962,00000130,false,Rx,0,5,00,02,34,3F,BA,00,00,00,
331971971,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331972960,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
331978960,000001FC,false,Rx,0,2,AA,05,00,00,00,00,00,00,
331986960,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
331998968,000003B3,false,Rx,0,6,F1,FF,FF,7F,00,F1,00,00,
331999947,00000592,false,Rx,0,8,01,03,95,FF,FF,FF,FF,FF,
332009955,00000395,false,Rx,0,5,0A,08,50,64,FF,00,00,00,
332024939,000001A6,false,Rx,0,8,05,00,02,00,00,00,44,F1,
332036939,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
332042938,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
332044938,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
332048923,000001D0,false,Rx,0,8,5D,FF,40,C6,00,00,3D,00,
332050924,000004E4,false,Rx,0,8,65,52,FF,01,FF,FF,FF,FF,
332052924,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
332056920,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
332059931,00000130,false,Rx,0,5,00,02,34,3F,CB,00,00,00,
332071923,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
332072912,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
332093920,000000C0,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
332099914,000003B4,false,Rx,0,8,FF,FF,09,FF,FF,FF,FF,FF,
332124914,000001A6,false,Rx,0,8,05,00,02,00,00,00,D4,F2,
332142913,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
332144890,000004E5,false,Rx,0,8,67,52,FF,01,FF,FF,FF,FF,
332145887,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
332146895,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
332148890,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
332149890,000001D0,false,Rx,0,8,5D,FF,41,C6,00,00,3D,00,
332150887,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
332152885,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
332154884,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
332156887,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
332157890,000001D2,false,Rx,0,6,F0,0F,FF,CD,F0,FF,00,00,
332159891,00000130,false,Rx,0,5,00,02,34,3F,DC,00,00,00,
332171891,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
332172881,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
332178879,000001FC,false,Rx,0,2,AB,05,00,00,00,00,00,00,
332224882,000001A6,false,Rx,0,8,05,00,02,00,00,00,64,F4,
332238862,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
332242858,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
332244850,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
332249850,000001D0,false,Rx,0,8,5D,FF,42,C6,00,00,3D,00,
332252850,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
332256844,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
332259844,00000130,false,Rx,0,5,00,02,34,3F,ED,00,00,00,
332271864,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
332272849,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
332293859,000000C0,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
332324839,000001A6,false,Rx,0,8,05,00,02,00,00,00,F4,F5,
332337833,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
332342826,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
332344814,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
332346809,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
332348817,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
332349806,000001D0,false,Rx,0,8,5D,FF,43,C6,00,00,3D,00,
332350813,000000C8,false,Rx,0,6,00,80,FD,00,80,93,00,00,
332352817,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
332354815,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
332356805,000001A0,false,Rx,0,8,00,80,FB,EF,FE,F4,3F,41,
332357812,000001D2,false,Rx,0,6,F0,0F,FF,DD,F0,FF,00,00,
332359808,00000130,false,Rx,0,5,00,02,34,3F,FE,00,00,00,
